,Review,Freshness
45764,"A teen comedy of warmth, wisdom, perspicacity and real emotional clout? Weren't these cancelled?",1
1312,"Crown Vic offers no ... sweeping sentiments, because it's too busy picking apart the mucky, gray morality of two men...",1
27253,"While I admired and enjoyed the film, it reminded me of drinking a Pepsi Throwback; tastes great but brings nothing new to the table. ",1
11559,"All-talk, no-action superhero flick is a dull, drab mess of shallow plots, dull characters and bland effects.",0
4817,"Really a travelogue, and one that's not nearly as profound about the ways of a broken heart as Green would like to believe.",1
381590," It's a total cinematic dead zone, deeply troubled from the get-go.",0
377530," Stylish and substantive, making you shudder on a regular basis.",1
11386,"The kind of unforgettable filmmaking that could only come from Herzog, even though it seems like the simple stuff of childhood dreams - or nightmares.",1
525,"John Mulaney &amp; the Sack Lunch Bunch excels at amplifying those weird moments of pre-adolescence, when you're trying to assert yourself more but aren't always taken seriously because you're ""just a kid.""",1
27431,"Palo Alto"" has a strong feel for youthful fumblings that fall between self-pity and self-definition, and it's especially wise about the parallel world of American adolescents ...",1
50674,"It's vibrant and everything moves very quickly, which is great for Vanellope but really discombobulates Ralph. ",1
4943,"Matt Smith's portrayal of the mercurial, brooding genius is nearly as provocative as Robert Mapplethorpe's famous photograph 'Calla Lilly', elevating the film.",1
45247, Till life do us part,0
130108," The better the book, the worse the movie is a sad-but-true rule of thumb. And first-time director Ewan McGregor's calamitous take on Phillip Roth's Pulitzer-winning 1997 novel is awful enough to cement the rule in stone. ",0
47720," ""Nebraska"" is Alexander Payne's best film, bar none.",1
24529,The infectious high spirits amid its cartoonish chaos compensate for the film's bald deficiencies and gag-inducing gags.,1
3055,"[I]t's a fun, entertaining romp that knows it's ridiculous from the moment that Wick takes out a towering 7-footer (the Philadelphia 76ers' Boban Marjanović) by beating him to death in a library with a book.",1
4794,"Unfortunately, the film's visual mastery can't make up for its lazy storytelling and groan-inducing attempts at intimacy.",1
685,"This is a film that is a study in power and how one man shaped political discourse in ways that no one saw before, but has been elevated to new levels today.",1
32914,Easier to respect than to love.,1
30301,"The titular act of violence is the best scene in the film, radiating a kind of unavoidable fatality that elevates the lethal gunshot from a just another bang to something triggering a very strong sense of epochal change.",1
202017," A couple of plot turns threaten to overload the drama, but overall this divorce is more riveting than many a murder trial.",1
294277, The thing might have been edited in a Cuisinart.,0
77079," If you like to see people pushing themselves to the physical brink, parts of the movie will absolutely hold your attention. If only the plot was that compelling.",0
354,"Mistress of Evil could have done anything it wanted with its unconventional villain. And yet, for some reason, Disney chose to clip her wings - keeping her story from ever taking flight.",0
449322," The film's thematic organization suggests the cinematic equivalent of a short-story collection, with haunting tangents and stray notes of poetry. ",1
3881,Even those unfamiliar with the good ship Bebop will enjoy the high-intensity action and witty dialogue.,1
537,"Ghost Stories is more hit than miss, as the non-horror auteurs mostly succeed in engraving genre tropes with their own names.",1
114383," If this is the comedy Hollywood thinks millennials want, we're screwed.",0
330729," Mr. Howard doesn't just want you to crawl inside a Formula One racecar, he also wants you to crawl inside its driver's head.",1
22761,"May be the nastiest, cruelest fun you can have without actually having to study law or gird leather products.",1
4542,Giant Little Ones is like a wake-up call and booster shot of empathetic engagement wrapped into one engaging film.,1
4483,"A sharp, often funny meditation on the terrifying power of human connection.",0
3473,There's a sense of craftsmanship that gives Rocketman a step above other biopics that have the same story beats.,1
5632,"""Top End Wedding"" strains for broad farce in its tonally yo-yoing first half, before relaxing into a gentler, more poignant tale of familial bonding as the forestalled but inevitable nuptials approach.",1
328693," As TV-to-movie adaptations go, 'Lost In Space' is probably one of the more respectable entries in the field, with expensive production values adding a classy sheen to what's essentially cheesy material.",0
344643," The Mississippi Delta was the birth place of the blues, and Ballast gives the region a comparable visual expression for both frustration and the resolve to survive.",1
50308,"There's little to ""get""--just lots of unrestrained madness to relish.",1
16798,A mediocre 'man-on-the-run' crime drama without any twists or likable three-dimensional characters to keep your interest.,0
2875,"The 'rom' half of this rom-com is unconvincing. In the end, we can hear ""love is all you need, all you need is love"" (or some variation thereof) throughout Yesterday, but it'll never amount to anything more than a pretty bit of karaoke.",1
135002," The worst thing about the movie, out of many, is that it takes a $200 million budget and a two-and-a-half hour running time, and not a single memorable, impressive or fun thing happens.",0
7541," ""Higher Ground'' is a noble failure, a case of an artist loving a character so much that she loses sight of why.",0
5020,"Kick back on a night when you're looking for both gravity and glee (emphasis on the gravity), and enjoy.",1
12636,"... may not be ""about nothing,"" but it is not about much more than the puny pun in the title.",0
4404,"While the human characters get lost in the background say for a rare few, the character Dumbo is the main focus and is guaranteed to steal your heart and make you cry.",1
760,Baumbach is an expert farceur.,1
11013,"Slapstick, but gross-out humor.",0
4523,This wannabe Big Lebowski seems more concerned about shock value than telling anything like a compelling story.,1
12549,"It's a half-sweet, half-rueful existential drama in which the satire comes secondary.",1
106974," Lovely performances by Cromwell and Bujold, as well as those playing their extended family of children and friends, are understated yet truthful. And it's good to be reminded that love that withstands a lifetime is a most precious thing.",1
29896,"Director Sofia Coppola's second feature film is so smart and, yet, simple that it is nearly perfect.",1
3612,Woodstock is by far the most informative documentary about the event that I have ever seen.,1
649,"To Kid or Not to Kid may have a tattered presentation, but it gives a sympathetic voice to the kind of thorny questions every woman faces.",1
53058,"Selma is a passionate and utterly important historical recounting, unimpeachable for its modern relevancy, and moving in its cinematic telling.",1
71952, Beowulf is as dazzling a feast for the eyes as the hungriest eyes can take.,1
147879," As it builds toward its beautifully heartbreaking and tender last scene, chances are you'll be reduced to a sobbing puddle of tears.",1
446864," It gets a little baroque in the final reel, but ""Insidious"" stays disciplined - the horror derives from the way the demon tests the strength of maternal/paternal bonds.",1
1366,"Red Letter Day has an idea, but neither the means to execute nor the vision to deliver a tooth-and-nail struggle against societal breakdowns.",0
456096," Moore, the most overrated star since Comet Kohoutek, is dreadful, dreadful in this thoroughly disappointing film version of Carl Hiaasen's hilarious novel.",0
229695," Not since Bratz has this writer seen a screenplay so carelessly written, a sort of ""Dear John"" letter to Hollywood that goes out of its way to paint actors and directors as megalomaniacal idiots.",0
474005," This character piece may be for the arthouse, but the artistry has a gaping wound, large enough to allow credulity to seep out.",0
248867, May well be the most accomplished thing Scorsese's ever done.,1
821,"Reduces Reeves to a cheap action-movie stereotype, just another generic Western lawman gunning down anonymous henchmen in cowboy hats.",0
19636,This role is so perfect for Field -- she's famous for her ability to personify earnest gawkiness.,1
244886, Around this spare story...director Warwick Thornton constructs a searing indictment of frontier racism as remarkable for its sonic restraint as its visual expansiveness.,1
110270, Swedish director Daniel Alfredson pushes the caper button too many times. More sly wit would have helped things come to a head.,0
3276,What a waste of handsome people. These lead actors deserve so much better movies than a reheated crime caper.,0
2334,Bachelorettes is better than most of what's out there because it challenges the audience to analyze themselves and empathize with the female experience. [Full Review in Spanish],1
212007," There are really only two kinds of big-budget action movies: stupid, and good and stupid. Surprisingly, XXX: State of the Union is good and stupid.",1
4143,Although some of the film's moment are reminiscent of a Hallmark movie...its good intentions balance out the cringe-worthy.,1
46964,Paper Towns works better on paper than in practice; its ideas are infinitely preferable to the experience of watching the film.,0
12146,"Works where it counts, on the emotional level.",1
5500,"Despite its many flaws and shortcomings, The Body At Brighton Rock is enjoyable when taken as a cheap comedy with some high tension moments.",1
3820,A fun take on female empowerment and resourcefulness amongst the lashings of gloopy splatter.,0
451166," Leaves you with the feeling you've just lived a whole separate lifetime and are re-entering, dazed, into your own.",1
5625,"... offers a tender and evocative examination of contemporary relationships. Like Ayanna, the film is rough around the edges before you realize it's smarter than it first appears.",1
18815,The searching loss-of-faith drama First Reformed is the happy result of Paul Schrader's entering the what-the-hell-let's-go-for-it stage of his long and bravely self-lacerating career.,1
3182,Wayans plays many roles in raunchy comedy; cursing.,0
2409,"Spider-Man: Far from Home builds upon what's come before and improves those elements that needed some help. The finished product is something that is fun, funny and heartfelt.",1
9205,"It quickly becomes a by-the-book, overly-simplified look at a quintet of single moms who find common ground coping with the challenges of raising middle-school age children and finding romance.",0
448698," Iako predstavlja razo%u010Daranje, Robin Hood %u0107e starijim gledateljima koji se sje%u0107aju Costnerovog Princa lopova, ipak pru%u017Eiti odre%u0111enu utjehu",0
4423,"The film is hilariously messy, worth seeing simply for the starry cast and some earthy emotionality gurgling underneath, although there's no angle to bring the audience into the story.",1
1360,"It's unfortunate that Earthquake Bird falls apart in the way that it does, as a film with this much of a unique premise and setting and populated with talented actors had such potential.",0
5772,"The gruesome events and Cage's varied performance (opposite Joely Richardson as his wife) make steady entertainment for fans of weird horror. Given its potential, though, Richard Stanley's film is a touch disappointing.",1
443294, The type of dumbed-down exercise in stereotypes that gives the [teen comedy] genre a bad name.,0
18006,Drama is minimal and character nonexistent.,0
5014,"A heady mix of clever plotting, sharp street humour, phat reggae beats and an emotional gut punch to rival recent cinema releases Blackkklansman or Detroit.",0
2125,LORO is not a typical approach to a biopic. It feels like the only one Sorrentino could possibly deliver on his subject. It also captures a humorous essence of Berlusconi whilst simultaneously serving him up 'arrosto'.,1
124369," The Lifetime Beaches is a reduction of the original - smaller emotions, smaller performances, fewer songs, shorter running time (about 87 minutes versus 123) - and while that could have been an improvement, it's not.",1
10486," Despite its occasionally unfinished feel, Hoodwinked will probably keep everyone (adults and kids) entertained for its very brief running time.",1
18342,While it has its share of gunplay and property damage... The Infiltrator earns its chills not by pummeling the audience with violence but by gently reminding viewers that some businesses only offer permanent severance packages.,1
234624, Jake Szymanski apparently filmed every gag the writers and actors could think of and collated the results into a barely coherent but occasionally funny movie.,0
200387, There's a certain sad sci-fi irony when one considers that the first Terminator film to feature a robot with a human heart is also the first film in the series that feels like it has no soul.,0
4604,"Fans of military thrillers will likely be satisfied, but in all honesty they deserve something a little better for their time and money.",1
13300,"Awesome documentary. Jackie reveals all. A joy to watch him work, especially when he gets mad.",1
153130," With Bean unable to save the unsavable, we're left with waves of hard-working special effects trying to torture Heather instead of being able to enjoy a top star on form.",0
51637,"As I said, orifices and their products, and that's about it.",0
42181," The slickest, coolest assassin flick since ""The Professional.""",1
288031," We get to know how the three men think, from boyhood pranks to career disappointments to the moment of truth, but we can't say we fully understand them. In fact, we almost feel sorry for them.",0
15233,"The movie is predictably sentimental at its root, but it's also meant to be comedy, partly resting on Mr. Williams's energetic but failed attempt to play a jerk.",0
1725,"You just cannot help but think that they thought it was a good idea at the time, started rolling and realised it was too late to rethink",0
4009,"Maybury tackles the great Dylan Thomas in The Edge of Love, a speculative investigation into a cloudy period of the poet and dramatist's personal life. [Blu-ray]",0
9640,"A quiet, devastating poignancy that gently envelops you en route to an absolute tear-streamer of an ending.",1
396104," Payne pokes fun of these people and these places because they're what he knows best. And, to my eye, he's also not above finding redeeming virtues in every last one of them.",1
33029,"It looks great, and it's bright and colorful, fast and fun, with terrific voice talent... You may know from the opening where the story's heading, but it's a fun ride, and there's a lot of heart between the laughs.",1
124061," It's one of those rare stories these days that looks at the beauty of life, rather than the parts that suck. ",1
445656, This movie has so little to it that you begin to understand why they packed it with so much poker: They had to put something on the screen. But even die-hard Hold'em fans will leave wishing for more.,0
1528,"This story about three mob wives taking the reins after their husbands are imprisoned is uneven, at best.",0
23787,"A little bit of Into the Night is funny, a lot of it is grotesque and all of it has the insidey manner of a movie made not for the rest of us but for moviemakers on the Bel Air circuit who watch each other's films in their own screening rooms.",0
3177,"Why did Netflix make this? Who, besides Wayans and director Michael Tiddes, thought this was a good idea? I cannot answer this, dear reader. I may never be able to.",0
50649,"Levelling up from the original with it's charming humour, smooth animation and lovable characters.",1
47305,"Smart, conflicted, and immensely entertaining.",1
33409,A timely comedy that pokes fun at all things Hollywood.,1
4107,The economy with which Fisher tells us all this is impressive with a map here and a book spine there telling most of the story.,0
1232,"It is only Nick Nolte, as Banning's gruff and grubby estranged father, who registers and makes the film a tad bearable. Pity his scenes are few and far between.",0
4553,It's hard to imagine a more efficient way to lend flesh and blood to the remembrance of that night.,1
86757," Rather than creating imaginative situations for Vaughn to explore, director David Dobkin merely asks that Vaughn be himself, as if his personality were big enough to wring humor out of a comic vacuum.",0
631,"Even for someone like me who admires Dolan, the finished film is a bit of a mess. But it's kind of a beautiful mess, one that still has the power to be affecting.",1
10250,"Love, Simon proves to be a new exception to the rom com genre, bringing Simon's coming out story to life with heart, nuance and the ever-integral message of acceptance.",1
1507,"There are better proposals, there are better movies, and of course there are better bad movies of sharks out there. [Full Review in Spanish]",0
5561,should be applauded for taking its own route while maintaining much of what made the original so enjoyable and memorable,1
16582,"Henson, in a role that could easily have degenerated into an angry-black-woman caricature, is better than the material deserves.",0
849,"The inexperienced cast is earnest but wooden, easily upstaged by the stark beauty of the Ghanaian countryside where the movie was filmed.",0
2521,"An immensely likeable film, this uplifting rom com about turning life around has a whole lot of things going for it",1
1145,"These little details, good and bad, are the points that end up standing out about The Knight Before Christmas, as the rest of the film follows a well-worn path.",1
12149,"Cutesy, cuddly pap.",0
90389," Austin Powers seems to have made the Broccolis gun shy about letting Bond have too much fun, lest ""World"" be mentally lumped alongside an aggressively bawdy parody. Sterile, sluggish and halfheartedly suspenseful, it's the second-worst 007 film ever.",0
249539, Brilliantly funny and joyously profane.,1
172435," Though shooting to be an art film, it never rises above being a moderately diverting escapist action film.",0
13525," Please sir, can I have some more... levity with my poverty and abject misery. This bleak story could benefit from some musical numbers to break up the monotony of sorrow.",0
1236,"The gender flip turns After the Wedding into a decent feminist statement, albeit one without the edge of the original.",1
1757,"Not everyone will embrace Guide's frankness and awkwardness, but it offers a welcome, unpolished antidote to the usual gleaming, but shallow Hollywood rom-com fare.",1
44312,"The pic never completely escapes a smallscreen feel, however cogent the material.",0
468,"A slow, complex tale about how people live together, and about the rituals and relationships that constitute community.",1
404668," If you aren't a fan of Witchcraft based horror films, this isn't going to change your mind. At times confusing, creepy, and has brief spurts of over the top bloodletting. I left wondering, what did I just watch? ",0
5629,"The old adage ""nothing ventured, nothing gained"" holds more than true here, both for the movie and the people within it. Yes, love hurts, but without it, what are we?",1
3320,"A tale of a gas station robbery that goes terribly wrong. Many viewers will think the movie does, too.",0
11058,"As saccharine movies go, this is likely to cause massive cardiac arrest if taken in large doses.",0
157165," God's Pocket has all the ingredients of a mischievous black comedy, but is neither sly nor merciless enough to embrace the absurdity of its tragedy.",0
38919,"Gorgeous to look at but curiously uninvolving and occasionally irritating, this is ultimately something of a disappointment despite strong performances.",0
19186,"Three Billboards feels like a squandered opportunity rather than simply a bad film. Neither Mildred as a character, nor the sensitively treated aspects of the rape narrative, are enough to excuse the rest.",0
2552,"While not quite a complete experience that sticks the landing, The Sound of Silence is nevertheless an impressive debut from a fresh new filmmaker.",1
4387,"It's as if everyone on set realized that they weren't filming the Oscar contender they signed up for, but, good Brits that they are, soldiered on and got the job done.",0
804,"After two duds in a row, this franchise is cursed.",0
3849,supremely refined,1
45166,Don't let this slip by you.,1
35209,"For all its visual splendor, to say nothing of its likable cast, the movie never feels as liberating as its locale.",0
24169,Too often Doom is mindless entertainment minus the entertainment.,0
382,"Never let the audience off the hook, Hitchcock once said. Ho achieves this in spades and with more than one hook.",1
366810, The symbolism [is] clobbering.,0
15398,"The Tourist gives background extras more to do than milling around and faking conversation. Each are also instructed to interrupt whatever they're doing when Jolie sashays by, to offer approving nods for her backside. Nice work, if you can get it.",0
2283,"I was never, even for one second, feeling the length... I found it so unsettling and sinister. At moments it was a little uneven, but it's so watchable and gets under your skin in a really creepy way.",1
27909,With almost tongue-in-cheek humor the makers of a movie have called their work American Graffiti and it is as well named as it is put together.,1
52153,"I, Robot is everything a summer blockbuster should be",1
5295,"It is a conventional thriller, that progressively provides nuances of intense existential drama due to the chameleonic interpretation of Nicole Kidman in the role of Erin Bell. [Full Review in Spanish]",1
53186,Continues the resurrection of Nicholas Cage's career.,1
179522, The performances make the material work because the talent is so high it elevates even the script's romanticized tone to something more engaging.,1
49027,"The director tries to give another meaning to the story by placing it in a different context. Nostalgic, fun, and yes, it still has that punk essence that permeated the first film. [Full review in Spanish]",1
384564," The sad truth is that we've heard countless harrowing stories of the Holocaust, and this one, for the most part, isn't presented in a way that makes it indelible or urgent.",0
30628,"Manages to be engaging, even though the plot is badly underdeveloped.",0
2448,"In the Aisles scrutinizes work friendships with a keen sense of how they evolve from clipped, polite niceties to inside jokes and private confidences.",1
14198,The Top Secret of a capella competition movies.,0
19308,"I didn't like Three Billboards, but I respect McDonagh for taking his lewd, vulgar screwballs in directions without a compass and leaving viewers wondering where in the world the film will go next.",0
11427,"Fantastic Four is terribly miscast. It's poorly written, visually uninteresting, and worst of all, boring. The film drags considerably. There are huge gaps without any action and it brings the pacing to an unbearable crawl.",0
29917,"the best film of the year...it's time to see what Bill Murray's really capable of. If he isn't nominated for Oscars for the film, it'll be a disgrace.",1
2586,"A tragedy as much as a horror film, Depraved is a contemporary love letter to Mary Shelly's legacy",1
589,What cannot be argued is that Phoenix has once again turned in an Oscar-worthy performance...,1
89370, The Big Short functions as a real-life Kafka farce.,1
24363, Henri-Georges Clouzot's 1956 documentary reveals art to be a life of many deaths.,1
8997,"A terrific, albeit dreary, character drama that directly addresses one of humanity's most enduring mysteries.",1
14175,... ends the trilogy with so much blunder... [Full review in Spanish],0
306251, [Aliens] is a spectacular example of state-of-the-art science fiction simply because it never tries to be overtly spectacular.,1
99031," The director shows us the mourning as a staging, but doesn't condemn, shows; criticizes and also builds bridges for compassion. [Full review in Spanish]",1
4686,"Noble intentions and technological marvels aside, Wonders of the Sea 3D is burdened with a distractingly cornball script, narrated by the Cousteaus and, occasionally, Schwarzenegger.",0
7268,Seth MacFarlane's comedy western boasts gags galore - some a lot cruder than others. But the hits outnumber the misses.,1
5718,"A film that bravely dares to answer the heretofore unasked question ""What would 'Garden State' have been like if the Natalie Portman role had been filled by Billy Crystal?""",0
108749," Damon is solid as usual, but as the film rolls into hour three, his inscrutability starts to feel less like a personality trait than an unwillingness to develop the character.",0
954,"Don't Let Go is a solid above-average film with an interesting mix of genres and, while it's not perfect, it's worth going to see.",1
46708,"The film ends up coming across like a version of America's Got Talent without the dancing dogs, juggling infants and bird impressionists that make the show worth watching.",0
3891,"Predictable ""That's not my baby"" thriller that gets by on its sinister tone, a few twists and a cagey turn by leading man Joaquín Furriel.",1
84763," Insightful about the life of a successful writer, engaging about how a smart modern woman navigated the world, but also quizzical about how Ephron was as a daughter, sister, wife and mother.",1
114571," Adolescent in all the right ways: limber, reckless, full of youthful brio and uncertainty.",1
346920, [Writer/director Rod] Lurie has essentially retold the story but doesn't seem to get why he's telling it. ,0
434748," You could make a horror film with shocking story developments and creepy twists. Or, you could just have monsters with pointy teeth jump into the frame while making loud noises. For the latter, check out the vampire flick 30 Days of Night.",0
33051,"It is not profound or even particularly truthful, but I found it pretty fun to watch.",1
1829,"The doc rings alarm bells for us today, right now as new financial /corporate threats against the average citizen emerge.",1
1055,"With excellent use of sound and a smart decision to have grey colors dominate much of the film, Jérémy Clapin expertly uses his animation talent to build a mood, a difficult task that often animated films ignore.",1
3845,"I found it, in order, depressing, moving and uplifting.",0
27456,"It's a drifty, appealing story, set in the Northern California city that gives the movie its title, about that twilight period between childhood's end and the start of young adulthood.",1
9885,"his is by no means a terrible film, but from a filmmaker as exceptional as Ang Lee it's a rare disappointment.",0
176," for lovers of all things violent and vengeful, The Equalizer is a treat",1
4010,click for full review,1
320199, 'It's going to get Biblical!'...sets new standards of lunatic plotting as it goes about its smiting.,0
5044,"The documentary is a fun nostalgia trip, even if it doesn't provide much depth.",1
8158,"Mature relationship dramedy heartfelt, but also cliched.",1
1722,"There's no character progression, nothing is explained, yet the audience is assaulted with a ton of pointless exposition, wooden acting, and a hilarious ending that's supposed to be tantalizingly ambiguous but instead reeks of desperation.",0
310,Inherit the Viper﻿ is a standard crime film that is somewhat bolstered by the family dynamic at its center and some solid performances.,1
235231," Fey, in particular, finds herself in the situation of a prima ballerina unaccountably dancing with the Rockettes.",0
1460,Drysdale's screenplay is a rickety foundation... most egregious is the irresponsibly pro-cop attitude underpinning it all.,0
49640,"Profane, violent, and scabrously funny, this Team has something to offend all, from pious Hollywood liberals to knee-jerk nationalists.",1
95047," Unless you have a kid in tow who wants to see about 75 new cars that you'll later have to buy for them in toy form, this movie isn't a must-see.",0
3264,"""Ma"" is poorly written, but Spencer lifts it up by making her crazy lady character at least a little understandable.",0
3582,"In its best moments, this is a powerfully moving, sympathetic portrait of a young artist who is deeply confused about herself and life.",1
6200,One of the best blockbusters of the year and certainly a smarter and more intelligent action movie than most released during the silly Summer season.,1
5619,"Sure there are plenty of films about self-discovery and teenage love, but Premature is different- it's a thoughtful work that cuts right to the heart.",1
405,A pleasantly screwy surprise.,1
5768,"The performances in the film are spot-on, especially Theron as Kelly.",1
324,"...it's sweet anyway, and like it or not, a sequel is a spookily sure thing.",1
13078,So what if The Kings of Summer backs away from greatness and builds itself a little fort in indie comedy central instead? That's not so bad. It's still a pretty neat fort.,1
586,"Reynolds has clearly been hired to deliver Deadpool-esque deadpan, which he does with aplomb.",1
593,A movie of a cynicism so vast and pervasive as to render the viewing experience even emptier than its slapdash aesthetic does.,0
41577,The film as a whole doesn't handle the transition as well between juvenile gross-out gags and more mature issues of self-discovery and gender politics.,0
4310,"Invictus may be a rather cheesy way into the story of South Africa, but in the end you're glad it's there for a new generation to whom the words ""Free Nelson Mandela"" are history.",1
163558," Yang's film doesn't waste a single second of its four hours, and taken as a whole, reveals a beautiful, intricate, masterful tapestry that is as accomplished in its grand, quiet way as is The Godfather trilogy.",1
4658,The film finds a credible way to tell the story of a global conquest. [Full Review in Spanish],1
4098,The very definition of a useless movie. This lacks any intention of being valid in a sea of remakes. [Full review in Spanish].,0
3490,"This movie really is for the whole family. It's funny, it has some really cool creatures and special effects, a heart-warming story and even a very slick ending, tied directly into one of those super-fan convention halls.",1
5827,"This account of the Chinese Mount Everest expeditions in 1960 and 1975 is a nationalistic spectacle that, curiously, often also allows personal sentiment to get in the way of the greater good.",0
38563,"Staggering in its efficiency, admirable in its insistence that the women deserve as much screen time as the men, and awe-inspiring as a vehicle of romantic and even career reassurance for moviegoers...",1
10535,Spielberg marshals all his formidable storytelling talents and puts them at the service of an epic human drama.,1
5024,The most impressive aspect of Funny Story is that it succeeds in every area. Quality and efficiency seep out of every pore of this indie treat.,1
24851,The result is highly entertaining but hardly ranks with the director's best work.,1
17178, The characters as written never achieve the resonance that would keep viewers engaged and invested in them. They remain pawns in an exercise of mannered absurdity.,0
4501,"It's a provocative, involving journey to self-acceptance.",1
3736,Visually striking. Comparisons to Debra Granik's Winter's Bone and Leave No Trace are fitting...,1
2222,"A slow but deep film, with extraordinary performances. [Full review in Spanish]",1
1851,"[The Death of Dick Long] strikes a far more authentic balance, even though the film itself never quite lands on a similar balance when it comes to driving its point all the way home.",0
463,Jexi is not really a funny critique nor is it sufficiently terrifying. [Full Review in Spanish],0
63672," One part cabaret, one part travelogue, one part comic heist, one part romantic tearjerker -- and all pretty tedious.",0
399806, The characters lack the spark that is required in a Noir.,0
362218, What's all this add up to? Not terribly much.,0
13608,"A solidly crafted thriller, the type of flick that once would have been lauded as 'a terrific B-movie.'",1
478724," Happily this is not a sit-com, Adam Sandler does only one pratfall: a decent family drama with a gorgeous Paz Vega.",1
43734,"There are insights into old age, pearls of wisdom and gags galore, all wrapped up in a coating that's more akin to a bitter lemon than sugar.",1
23969," We've all known people like this, usually as little as possible, which may explain why the movie has provoked such violent reactions at festival screenings: it brings us face-to-face with the limits of our compassion.",1
301605," Since mainstream American horror's devolution... you have to tip your hat whenever an import attempts to maintain suspense and atmosphere instead, even when said import is an obvious retread.",1
378,"Parasite surprised me over and over. I constantly had no idea what was going to happen next. But what did happen, was amazing and extremely well done.",1
338,"A disturbing study of traditional masculinity, a descent to madness and confusion, from the perspective of a character who can't always be trusted. [Full review in Spanish]",1
2515,What the hell were they thinking?,0
47816,"Dramatically static from first to final frame, it charts the non-progress of the central relationship as a series of nineteenth-century feints and counter-feints.",0
24332,"Improbable as it sounds in such a brutal protagonist, Aileen has a three-dimensional credibility.",1
2567,"It is a fantastic idea that never gels into anything worth watching, and I suggest you miss it.",0
47734," Unfortunately, the movie's ignorant portrayals of other cultures while espousing a message of brotherhood comes across as not a little hypocritical.",0
287379," Perhaps due to his inexperience with this kind of lightweight material, Bujalski seems unsure whether to fully commit to the romantic angle or go with something more experimental.",0
40477,"... it provides enough sexy rides, blacktop fury, screeching hairpin turns and crashes to keep the celluloid humming ...",1
379509, An uncommonly exciting and satisfying post-apocalyptic popcorn flick.,1
48603, A frustrating joy ride. It'd be twice as good if it was half as long.,0
5660,The best thing about The Kindness of Strangers is that it is very much a product of our current situation when it comes to the chaotic state of the world we live in. Sometimes we get the downer movies we deserve.,1
1066,"Killerman has a few twists up its sleeve, the type of over-the-top nonsense that's sincerely entertaining.",1
178639," A very pretty, safely balanced, sweet and sour film, for some nice bonding time with your other half.",1
5571,"Playmobil: The Movie isn't as funny as some of the direct-to-video Lego-related movies, either, and that's very much the field it competes in, theatrical release or not.",0
11929,Woody Allen's beleaguered heroes have never been reluctant to indulge in a little fantasy to get what they want.,1
53859,A good old-fashioned space opera.,1
101813, There's a lot of heart here.,1
5719,The film's deft and beautifully scripted with terrific performances by each and all.,1
33837,When Black employs a tactic and sticks with his brains - like an evolving predator - he can't be stopped.,1
41570,"Even as this comedy strains to be goofy and transgressive, it catches us by surprise simply because it dares to explore first-time sexual experiences through female eyes. ",1
43118,See it in a theater on the biggest screen you can find,1
444429," While I understand that the film is only trying to be a grandiose but diversionary popcorn thriller, it simply has too many gaping plot holes, easy remedies to introduced complications and serious lapses in logic and/or credibility.",0
44041," Becoming Jane attempts to please the purists and the dreamers, but only results in disappointing both.",0
282947," Last Vegas is a good-natured bimbo of a movie, it'll do just about anything to please you, though luckily that includes delivering the 20 big laughs you feel you're owed (unlike The Hangovers), and gently jerking a tear or two.",1
13023,"Coming on like Stand by Me meets Son of Rambow, the boys' adventure is essentially dreamy indie-teen wish-fulfilment.",1
361561," In Malick's hands, Pocahontas' story becomes a metaphoric seduction straight out of Nabokov.",0
141209," Kick-Ass has punk energy, ace action moves, and a winning sense of absurdist fun.",1
238,"An incongruous, engaging ride, Horse Girl doesn't hit all the marks, and some audiences will become deterred, but Brie's tour de force performance is truly the base and it's one worth jumping off from.",1
35857,"While it's too pleasant to be irritating, it's also too lackadaisical to be truly funny.",0
385360," Throughout Harmonium, writer-director Kôji Fukada works in a rapt and lucid hyper-textural style that suggests a merging of the sensibilities of Alfred Hitchcock and Yasujirô Ozu.",1
414,Wastes its cast and intriguing potential with a cliche by the numbers gangster film that lacks energy or engaging suspense.,0
47095,"As the antihero himself sneers at the bloody finale, 'This confession has meant nothing.' It's a form of poetic justice that American Psycho would be impaled on its own point.",0
1258,Official Secrets celebrates the courage of a government employee who attempted to prevent the invasion at considerable risk to herself and to those she loved.,1
3544,"Brightburn is an intelligently made thriller whose director, David Yarovesky, knows how to draw out dread with silence and turn it up to 11 only when necessary.",1
117389," THE D TRAIN has a lot of panache and a solid vision, but just can't quite stick the landing in the film's final minutes. ",1
9136,"Fans keyed into Eastwood's gentle past work might be more inclined to sit back and allow the filmmaker to find his own way, even if that means a few melodramatic rough patches and a bizarrely pat ending. ",1
3950,There is plenty of heat to burn and brand from a calmer temperature of cinematic coals.,0
168841," The plotting is threadbare, characterisation is all over the place, and the film's upbeat ending makes no sense whatsoever -- but there are plenty of outrageous gags along the way.",0
52010,"Failure to Launch's"" unlikable lowlife leads are perfect for each other, considering that if they never met on Earth, they might someday cross paths in hell.",0
5609,"Uncut Gems is a fairytale written by the hand of capitalism, where mystical highs are followed by crushing blows -- and there's always a price to pay.",1
5817,"It's somehow exhausting but not exhilarating, a non-stop chase scene that would be a good deal more fun if not getting caught seemed even like a one-in-a-million prospect.",0
19983,"Bill Murray's making broad, sloppy comedies again. That sounds like great news for fans who grew up on ""Meatballs"" and ""Stripes."" It's not.",0
