Freshness,Review
0, I don't think I've witnessed a film this year that managed to so completely and utterly collapse into crass garbage in its last few minutes while abusing what little goodwill it has.
1, A joyous production which emotional side is reinforced by Meryl Streep's performance. [Full review in Spanish]
1,"Beautifully constructed, unexpectedly touching, and gorgeous to behold, it's a swirling kaleidoscope of murder, intrigue, and musical numbers that cinematic bon vivants will eagerly devour."
1," While the hard-to-navigate hell that is a courtroom is familiar genre territory, few works of legal fiction feel this deliciously droll. Court's cynical, but absolutely never sorry."
0," One could make a great movie out of this set-up, though sadly ""We're the Millers"" doesn't."
0, Isn't quite up to the task of intelligently advocating for change.
1," First Man's privileging of the forbidding reality of the space program points to a kind of anti-triumphant masochism, a belief that the destination is less important than the grueling misery of the journey."
1," Offers audiences movie pleasures, as well as emotionally authentic challenges."
0, This can't be the kind of equality that those Stonewall activists were fighting for: the right to have their story turned into formulaic historical fiction as tedious as the kind about straight people.
0, a gale force of energy and creativity in the service of a lame idea
1," While Hitchcock's masterpiece is unquestionably the more mainstream and formally groundbreaking of the two films, it's arguable that Peeping Tom is the more thematically profound and insightful work. Just don't expect to feel good after watching it."
0," What's left, once one accounts for the suffocating and stultifying plot mechanics? Polished cutesiness; attractive shots of beach sides; and a good, mostly underutilized ensemble cast."
0," For the audience, it's a weekend they'll wish to forget."
1," This was standout TV for which Tuza-Ritter will doubtless, and rightly, win awards."
0, Something the movie fails to consider: that it's possible to have a low opinion of both the Iraq war and Mains' actions in London.
1," Super 8 is a tremendously entertaining summer movie that could pass as a lost Steven Spielberg work from, say, 1979, which, not coincidentally, is the story's setting."
1," Nichols ... tells the Lovings' story in a way that feels immediate and modern, and not just like a history lesson."
0," Ignorance may be bliss, but encouraging it, as Expelled does, ought to be a crime."
1, So beautifully made that it comes close to perfect.
1," Corpse Bride is such a treat for the eyes, ears and funny bone that you feel cheated that it clocks in at less than an hour-and-a-quarter."
1," When cinema reflects current conflicts, a certain aesthetic typically develops, and ""Good Kill,"" Andrew Niccol's drone strike-era drama, makes a convincing case for the next phase of that evolution."
0, It doesn't offer viewers anything more than the sight of a talented director treading water with a story he seems to have little interest in telling.
0," Too many sequences feel generic, from the unexamined privilege that serves as the movie's cultural backdrop to the now-requisite scene of a man changing a diaper while covered in baby poop."
0," While the joke wears thin very quickly, there are a number of amusing sequences, which are combined with some exciting road action to provide a mildly entertaining - and totally mindless - film."
0, The implicit castigation the documentary has to offer is hard to miss. So is the sense of overriding fascination. Is it possible to cast a cold eye if the look being given is so wide-eyed?
1," This is survival, revealed in all the blunt details of a documentary portrait and the simple power of [Michelle] Williams' unadorned, Oscar-worthy performance."
1," There are few conventional thrills on offer here, but plenty of humour and charm."
1, A solid entry in the modern world of computer-generated animations and a promising start for debut director Jennifer Yuh Nelson.
1,"A suggestive, subjective account of an orphan boy's apprenticeship to a dashing smuggler."
0, Brit wit writ by Yank wank stank.
1," The movie is more a situation than a narrative, and it's repetitive and depressing."
0," The movie's heart is in the right place, but all its messages of tolerance might resonate better if the Spanish-accented pirate didn't get drawn with a gold tooth and the turban-wearing Khalil wasn't an opportunistic rug merchant."
0," It's errant camp, which has the effect of undermining our involvement in the mystery."
0," The laughs are few and far between and the movie never succeeds in developing any sort of dramatic tension. I expected better from Sandler, even though I've seen far worse from him."
1," Four Weddings and a Funeral is one of those rare films that have you smiling from the get-go, and keep you that way -- with a few well-earned poignant interludes (including, of all things, a reading of W.H. Auden) -- right to the end."
0, On the plus side there's no putting up with Brown's infernal prose.
0, Director Patrick Creadon collects rich material but builds a rickety structure.
0," Far too often, watching The Corporation is like watching someone deliver a lengthy book report, with constant repetition of themes and an unfortunate tendency to state the obvious."
0, You get the feeling there must be a far better version of it on the floor of some editing room in L.A.
0," Green Book (fancies) itself a progressive .... awards season film, but there are moments in the narrative which are unbelievably tone deaf and in truth, almost regressive. "
0, A bit of a letdown.
1,"A film that reminds us that old people were once young, and that their youthful passions and dreams are still at play behind the wrinkles."
1," What is oddly alluring about Rushmore, despite its sexual overtones and a couple of creepy plot turns, is its sense of naivete."
0, It's like Sharknado if it had been directed by Al Gore.
0, It is on stage that the troupe really shines ... giving a tantalising hint at what the film could have been had Amalric proved himself as good a filmmaker as he is an actor.
0," To say Fifty Shades Darker is a disappointment is not only an understatement but a ridiculous one. Let's be clear, it was never going to be good."
1, Carnal pleasures and temptations are integral to this intriguing psychological drama in which intricately bound relationships reveal darker undertones beneath the frivolity
0, It lacks the genuinely creepy edge of the original.
0," My greatest fear is watching a film that's so bad that it literally sucks the life right out of you, and I think this one came pretty close."
1,"The movie is basically a sweet confection that, like this year's ""Ready Player One,"" relies heavily on nostalgia and pop-culture references to propel it."
1, The director's occasional artsy flourishes in Godzilla turn an orgiastic display of mass destruction into wily-smart entertainment. 
1," It's the exploration of their human frailty and their brokenness, and the step-by-step examination of the events that would lead to this barbarity, that give Blue Caprice its intensity."
0, 'The Imitation Game' doesn't embarrass itself by trying to explain convoluted mathematical issues; there's nothing on the order of 'A Beautiful Mind''s forehead-slapping breakdown of game theory.
1," Slow and meditative, Cielo offers vertiginous time-lapse photography of the rotating Milky Way, as well as special-effects sequences that recreate astronomical events."
1," It's constantly, engrossingly active, spinning and sparking and exploding in cycles like a Fourth of July catherine wheel."
1,A balanced and devastatingly accurate look at the Bosnian conflict
1," Eschews camp and lends Superman a genuinely fantastic, spiritual heft, one that grounds the ruthless destruction to come and elevates it above mere popcorn spectacle."
1, For all the first-film jitters ... Sleepwalk with Me is a canny and heartwarming comedy that rarely sells the audience short.
1,"Dench gives a superb performance as a simple, trusting woman of faith."
0,"Bride Of Chucky, the fourth film in the Child's Play series, plays like an unfunny and corny parody of the first three films."
1," Bowie keeps the movie out of the doldrums of being just a home video, and it's a sight that deserves viewing for fans of rock and roll."
1,One of the great screen romances.
0," ""'Transcendence' winds up being in the position of being the first - but certainly not the last - big disappointment of the 2014 Summer Movie Season."""
1," Like his former screenplays, Sheridan punctuates his latest endeavour with instances of shocking violence that truly resonate and - one rather ludicrous Mexican standoff aside - they are breathtakingly ferocious."
0, Hess colors the film with his askew sensibility that twists the slapstick into an oddball realm of droll humor that favors the eccentric over the hilarious.
0, Your enjoyment of all this will probably depend heavily on your willingness to let the words romp and Taliban coexist for approximately two hours.
1," Dunagan and McRobbie have a blast in their respective roles, alternating between everyday grandparent oddities and behavior that wouldn't be out of place at the Overlook Hotel. And overall, the young duo makes an affable pair of narrators."
0, It's more of a curiosity than an actual film and barely even works as that. For hardcore Lynch or Herzog fans only and even they should be prepared for something of a disappointment.
1,"I never watched an episode of Veronica Mars when it was on TV, but you don't need to be a die hard fan to like the film. "
0," In its swingiest of hits and misses, Rough Night displays a fantastic same-sex relationship in the same breath as it makes fun of fat people."
0," By the end of this 132-minute journey, I had grown somewhat weary of the tug of war between the two leads, despite disarming efforts from Hammer and Chalamet."
1,"When it gets around to the righteous fightin' and killin' bits, The Expendables more than delivers on its promise to be the manliest movie ever made."
0," Director Todd Kalin seemed the perfect person to bring the Baekeland saga to the screen, and Julianne Moore the perfect person to play the demented and doomed Barbara. So what went wrong?"
0," 'The Ambassador"" is a sociopolitical prankumentary in which the prank blows up in the filmmaker's face, exploding-cigar style."
0," ...while Egoyan's given his titular character her own band and interesting clothes, he's given Seyfried absolutely nothing to build a character from. She's a blank psycho and Egoyan's film is late night Cinemax fare given a high gloss."
0," Barthes feels the need to improve on Flaubert, adding and dropping scenes and inventing social metaphors - mainly spiderwebs and corsets."
1, Electro is like the Rupert Pupkin of supervillains.
0," Has its charms, but never quite gels"
1, Much better than a film about a haunted mirror has any right to be. 
1," Like many compulsively watchable films, the wealth of details in the writing, direction, and characterization all but ensure that Edge of Tomorrow holds many treasures to be discovered on repeat viewings."
0," We're shown so many symptoms that, regardless of which actor is playing the hero, there's little relief from the prevailing grimness, and less sense of a life in full."
0," You'll either think that Zhang's new sumptuous, digitally Botoxed roustabout is simply doing what Hong Kong movies have been too fast, cheap, and out of control to do before or that it's commodifying the tropes into a streamlined McSpectacle."
0, What the film doesn't have is the visceral impact that would take it from a well intentioned treatise to a searing work of art.
0, ...a seriously misguided action epic.
1," Much like screenwriter Roth's Munich, takes a complex set of issues and provides an angled illumination that doesn't easily let the viewer off the hook."
1," Its pleasures are familiar and its frightening bits less frightening than before, but it still does right by a series that's served as proof that, in horror, less can be more. "
0, It doesn't attend to its greatest asset -- the complications of this huge and ferocious character [Alonzo].
1," An entertaining film about sobering true events, this is the story of notorious screenwriter Dalton Trumbo, who defied McCarthy's communist witch-hunt hearings in the late-1940s and was blacklisted by Hollywood for more than a decade. "
1,"An Unexpected Journey is a competent, entertaining effort but it neither enthralls nor amazes in the way its predecessors did."
0, Gong Show impresario Chuck Barris would've gonged it out after ten minutes.
1, What saves the film-and grandly-is Nance's wildly ambitious visual imagination.
0," A lewd spoof of westerns and racial prejudice; enough laughs to cover the fact that it is, essentially, a stupid movie."
1," How patient you'll be depends a lot on how you feel about Ben Stiller, the reigning icon of squirm-inducing weaselly boorishness. What can I say? I love the guy."
1," Unique, gorgeous and hilarious."
0, Predators needed more predators.
0," The film starts to drift and deteriorate into something perilously close to a trite, TV-movie tearjerker rather than something as harrowing and real as a Cassavetes drama."
1," Beautifully shot -- the girls' constantly-changing hair colors are often a focal point -- All This Panic is a quiet, often-heartbreaking reminder of what it's like to be a teenage girl."
1, What carries the movie is Mr. Cruise's impeccable marathon-man star turn.
0," Una comedia previsible, inofensiva y finalmente olvidable sobre el mundo del trabajo, la moda y la frivolidad. Meryl Streep es su principal atractivo."
1, Polanski has found the perfect material with which to address his own World War II experience in his signature style.
0," It's time to abandon the nihilistic characters, the bad jokes, the oppressive set pieces, and start anew. The best thing you can do with Transformers: The Last Knight is leave it behind as quickly as possible."
1," The In-Laws may not be art, and there are some fans of the original who will find it difficult to warm to, but director Andrew Fleming has done a solid job updating it for the 2000s."
0," There's music and dance galore, but the Argentinian cognoscenti will best appreciate this doc, while others may be less diverted."
1," Harold Torres and Carlos Bardem support the entire movie and kept intriguing, though, as the end approaches, the argument loses strictness and neglects his characters in order to offer the twists and suspense a thriller promises. [Full review in Spanish]"
1," Baker places no dramatic emphasis on any individual scene, granting a sense of wide-eyed wonder to major and minor events alike."
0," The creatures remain beautifully designed and Narnia still looks like a colorful, inviting place, but it feels as lifeless as the fantastical anyworlds found on glittery unicorn posters."
0, The most unnecessary sequel since COCOON:THE RETURN. 
1," Cleverly peppered with laughs in its examination of the modern ""untraditional"" family."
1," It's got its flaws, but if you pay close attention, Time Share is an entertaining squirm-fest."
1, A truly mystifying human puzzle.
1, Beautiful to look at and strangely haunting.
1," El Royale may try your patience, though I loved the slow-burn, multi-faceted lead-up to its violent finale... Goddard is an old hand at juggling tropes and character, action and feeling."
0, Robin Hood is beyond saving. Not because it reeks of cynicism - it does - but because it felt that it could get away with this; and that is unforgivable. 
1," Bichevin is the anchor for all of the director's flights of invention. When his Chagall says that life can be wondrous no matter how dire things get, you believe him."
0," At first pass it works but upon revisiting it, it just doesn't hold up."
0," At its prettiest and most self-indulgent, it plays like a cinematographer's reel with a massacre at the end."
0," We expected great things, but the truth is that Mortal Engines leaves much to be desired. [Full review in Spanish]"
1, Even a weak Woody Allen script is better than so many other less witty projects. 'To Rome With Love' is proof of that.
1," With great performances from Robert Downey Jr. and Ben Kingsley, this superhero adventure is a blast and a thrilling kick off to the summer of 2013."
0, Cotillard's impersonation of Piaf at different ages is periodically moving but as a whole the performance is no great success. You can't connect the dots between these women. This teenager is this young star is this old woman?
1, 'Quantum of Solace' has all the bone-breaking stunt work of its predecessor but lacks some of the brain and the heart that made 'Casino Royale' work so well.
1," Movie about college admissions mixes heart, tough issues."
1," The Rock's born again bad guy with a good heart propels this meaty plot to the edge and back as a formidable screen presence. And one who can impressively multitask terror and tenderness in smooth succession, who knew."
1, Remember newspaper movies? Here's a great one.
1,"The movie has been attacked as pro-drug and defended as anti-drug, but actually it is simply pragmatic. It knows that addiction leads to an unmanageable, exhausting, intensely uncomfortable daily routine, and it knows that only two things make it bearable"
0," Another soundtrack-driven, disposable, not entirely objectionable teen movie."
0," But once the two of them fall to fisticuffs, the movie has revealed itself as a lumpy and generic business."
0,"For all its avowed interest in life -- as in, you know, the biological imperatives of our existence -- its characters seem acquainted only with television."
0," Goodwin radiates probity and makes waiting almost look interesting, and so, for all the movie's awkwardness, it remains watchable. But she's waiting for something that's not worth waiting for, not for her and not for us."
1,"The board is set, the pieces are moving and we're set up nicely for Jackson to tighten the noose with the love of second-act grit he displayed in The Two Towers."
1, A classic example of how much an audience can forgive if there's a great opening and terrific ending.
1," As a surprisingly engaging romantic comedy starring an unlikely romantic lead, Dan in Real Life warms your heart in all the right places. And makes you want to eat pancakes."
1, This is a successful film thanks to Wan's unique vision and characters you can care about. Easily one of the best horror films I've seen in quite a while.
1," More than just a film about a woman and her dog, this is about dealing with loss and an exploration of how our own identity is forged by the absence of others. [Full review in Spanish]"
0," I got tired of this joke before the movie ended, but I appreciate the gusto with which the filmmakers -- particularly Coffin, with his nimble vocalizations -- carried it out."
0," At best, it is a tunefully cheerful collection of pop songs with decent animation. At worst, it is a meandering and dull hour and forty minutes of musical theatre that will be grating to anybody over the age of seven. "
1,"It's a sharp, funny, tender and surprising film that pivots on Murray."
0," Voyage of Time is a beautiful diversion, but almost entirely empty, even in its inquisitive big swings for profundity."
1," If ""Hiroshima, Mon Amour"" is best enjoyed for its place in film history, its tragic love story and its haunting black-and-white cinematography, that still makes it a veritable must-see."
0," ...a stupid, unfunny movie that shows that intellectual bankruptcy in the executive suites of Hollywood continues into the 21st century. "
1," Okja pushes Bong Joon Ho's talent for spanning moods and genre conventions to its limit. The movie features his trademark sharp shifts in tone, but also melds Western imagery, music and cultural touchstones."
0," The film as a whole is cold and uninvolving, even with Sophia Loren adding some much-needed Italian authenticity to the retro hollowness."
0, Two hours of recycled plots and plastic acting.
0," I can't imagine the novel's characters were this flat, formulaic and puzzling in their behavior."
1, Further proof that George Clooney is quite simply the movie star of our age.
0," This film is nothing more than a showcase for Loren... but it does little to illuminate the Israeli cause, which was handled better in Exodus and Cast a Giant Shadow."
0," La cinta se vuelve bastante lenta, dando la impresión de estar en un mal sueño"
0," Opens with a horrific traffic accident, which seems apt since what follows is the cinematic equivalent of rubbernecking."
0, A strong ensemble-with one notable exception-is the main attraction of this otherwise slight and unmemorable period comedy.
0," A big, overblown wazoo of absurdity."
1, This look at how screwed up the French legal system is can be harrowing.
1," A powerful story well acted by a fine cast, it doesn't have the moral outcome you might imagine. An absorbing drama with a different, albeit downbeat, twist to it."
0," Hollow, uninteresting and false. "
1," Manages to break free from heavy iron genre chains and provide a spooky event that might not send the average viewer screaming out of the theater, but it could induce some heavy fingernail chewing during the ride."
0," Sandler's best in awhile, but that's a pretty low bar to go by. Had a lot of potential that's wasted by the usual Happy Madison shtick. "
0," while The Muppet Movie is certainly entertaining, the shift to a coherent, linear, feature-length narrative deprives the film the show's brilliantly structured inanity"
1," Uplifting journey through physical and fantastical worlds which also doubles as a cynic's worst nightmare, beware, this film contains optimism"
0,"Up until about the halfway mark of this movie, I was having a very good time. Then, somehow, it ran out of energy."
0," I never would have guessed that I would say this, but The Wolfman could have benefited from less Del Toro and more CGI."
1,"[Boasts] a concise, witty script, an extremely likeable and attractive group of performers, and an abundance of exciting, well-staged kung-fu combat scenes."
0," Veteran American indie filmmaker Kevin Smith tries his hand at semi-sinister horror with Tusk, a so-so offering where cleverness is often cancelled out by laziness."
1, Take a chance on it - and take your mom.
0," It would be easy to carp about the predictability of this film and its lack of freshness, originality and compelling characters, and point out that Posey would have made a better Lois. But what's the point?"
1," A solid film that rouses simply because the story is so incredible, while Bond star Craig is a charismatic presence throughout."
1, Captures perfectly and expands on the colorful but pessimist junkie pop lover style set by Fight Club and Trainspotting in a modern time. [Full review in Spanish]
0," This kind of comedy should look effortless, but everybody here is working very, very hard."
0," Buy the kids the soundtrack, skip the cynical movie "
0, Soccer moms will find eye candy Gerard Butler good to look at if they can stay awake through his movie. 
1," With a head on its shoulders and the rawest emotions in its craw, Arthur Miller's stage hit The Crucible has become a cinematic grabber for grown-ups -- without that castor oil taste."
1, Youth's conflicted narrative conveys the loss of innocence of its young characters fascinatingly.
1," Bright, concise and to the point."
1," The picture's saving grace is Hit-Girl, an exuberant cinematic original destined to become iconic. Without her, as the saying goes, the makers would have nothing."
0, made with too much optimism
1, A drug-fueled caper that doesn't stint on chronically loopy characters and ridiculously funny situations.
1," For those unfamiliar with contemporary Romanian cinema, Metabolism is a hardcore immersion into distinctly innovative storytelling."
0,Silly nonsense.
1," With its mix of World War II nostalgia, Bam-Pow comic book sensibilities, underdog determination and red-white-and-blue battle scenes, Captain America: The First Avenger is the best Marvel superhero flick since the first Iron Man."
0," A surface-level farce of the contemporary art market which never truly breaks away... At times, the film gives the impression of a broken record."
0," The acting is pretty good, and the characters are interesting, but the screenplay lacks the imagination it takes to elevate this story above the ordinary, predictable level of a common ghost story. It doesn't help this was also done on the cheap."
1," The jokey demeanor that informed the first film remains, even if writer-director James Gunn forces too many gags. But the freshness of the characters remains intact, and the actors continue to interact in a manner that supports the narrative spine."
0," It takes a callused soul not to dread the inevitable, and it takes an exceptional film to earn that discomfort from its audience. This film is not exceptional."
1," In a career of poor choices, perhaps this one was the worst. Oh sure, it made money, but it also turned Emilio Estevez into Leslie Nielsen."
1," Noelle is a millennial Dirty Harry, tackling the social problems that face this generation in a story that's outsized in nature but metaphorically pierces right at the heart of the matter."
1, Undeniably fast and wickedly witty.
1,The Bourne Identity is a quality film that works and it fulfills many of the cinematic wishes that critics and audiences regularly complain are not being fulfilled by studio films.
1," Evoke[s] another era of cinema, so that moviegoers with long memories may have the nicer ride."
1," Smart, mature film about love, lust, and more."
1," The allegorical simplicity of The Planet of the Apes films has always been their greatest strength, of course, and the way this film continues to make us root for Ceasar is a neat trick."
0, The Glass Castle wants to be an old-fashioned weepy but the story borders more on horror.
1," This is still better than most of the action flicks the major studios have released this year and fun enough for those who are fans of the first film and the spy genre, but unfortunately it's not quite golden."
0,This is as formulaic a comedy as humanly possible. Smith's charm and his collaberation with James produce enough laughs to save it from terminal derivativity.
1," A horribly credible, chillingly beautiful and wholly uncompromising drama. It's the end of the world, all right, but no one feels in the least bit fine."
1," Jonathan Demme has struck a brilliant balance here, delivering a film that looks, sounds and feels painfully honest, while making it entertaining as well as deeply truthful."
1," The father-son narrative is given as much prominence as the muscular action story, giving the film a satisfying and entertaining tone - with a payoff"
1,"A true, fine and involvingly human piece of work."
0," Genial, inconsequential, deeply odd but not quite ""quirky."""
1, How far would you go to save your child's life? How far should you go? Those are the questions posed and largely ducked in this film based on the book by Jodi Picolt.
1, The Devil and Daniel Johnston is an unflinching yet loving look at the outsider musician's life. It's also the most revealing look at genius and mental illness since Terry Zwigoff's 1994 documentary Crumb.
1," Prince-Bythewood largely stays away from grandiloquent gestures designed to manipulate audience emotions, relying instead on sound storytelling and a set of accomplished performers to punch across the story's humanist appeal."
0," ...gives plenty of space to Foley's sad, lonely music, yet as a piece of evangelism, the film didn't convince me."
1," The greatest mystery of all -- why this family believed the imposter and welcomed him ""home"" -- remains hauntingly unsolved"
1," In the movie's best scene, as mother and son dance to an old pop song, the look on Reynor's face speaks volumes about loss and hope. It's a look that's going to be breaking hearts on screen for decades to come."
1, Government sanctioned atrocities and journalist Jeremy Scahill fight for top billing in this investigative doc.
1," Combining stunning technical achievement with a thoroughly gripping story and terrific performances, this is a sensational thriller that demands to be seen."
1," A middling effort by the Coen Brothers' standards is still a damn good film, and that is exactly what Hail, Caesar! is."
1, [Clarkson] makes yearning palpable. She turns mysterious silences into a language of love.
0, Only die hard Jean-Luc Godard fans could appreciate this failed experiment. I am not a die hard fan.
0," Because Mr. Clooney can't figure out what kind of story this is, he too often slips into pandering mode, including in his own performance, which is filled with too many smiles and speeches."
0,[The actors] stand around mouthing dry as Martian dust dialogue.
0," Although it's not as hermetic and impenetrable as The Master, Inherent Vice still comes off as a giant inside joke to anyone who hasn't read Pynchon's novel."
1," Its sepia-tinted bones are weathered, but spit-shined real nice, sporting an all-star cast and a gold mine of studio production value."
1," More than 100 million Elmo owners can't be wrong, can they?"
1, Fassbender's David is the film's centerpiece. Rapace plays the Hollywood girlfriend role instead of a steely protagonist on a messianic journey. Theron always commits fully to every character she plays.
0," Melinda and Melinda, like its title characters, seems to go nowhere in particular."
0," When you have Berry in a Catwoman costume and Stone in a catsuit, and you can't even stage a decent catfight, why make a Catwoman movie at all?"
1," If the first film was in some ways a re-imagining of Seuss, with a grinchy Gru's heart growing from two sizes too small to one too large, Despicable Me 2 continues his rehabilitation from complete societal outlier to minion-infested community fixture."
1,"Russell is a cool and clever director, with a vision all his own."
0, Faithful to its source but rather unremarkable as a movie experience.
0," This mash-up makes for a curious movie, one both beholden to its many sources of inspiration, and uncertain of how to use them to pave its way forward."
0," As ""meet-cute"" scenarios go, it's one of the more sick and twisted ones out there, not least because it takes all of 30 seconds for the film to forget about Holly and Messer's grief and embrace the hilarity of poop-filled nappy montages."
1,Seeing The Hobbit is like going to a timeshare presentation. First you have to sit through the boring stuff before you can take advantage of the spectacular benefits.
1," Edgy comedy attacks stereotypes; strong language, drinking. "
0, It's no different than watching a third-rate sitcom on a Tuesday night.
0," I hate to say it, but if Judd Apatow wants to be a seriously funny filmmaker, he may have to leave home."
0, Volume 2 loses its energy rather like a sex partner unable to perform.
1," Cold and calculated, but some of its scenes are potent."
0," The action thriller The Mummy, meant to be the Big Bang of Universal's new ""Dark Universe"" franchise, is something of a wet firecracker, more a corporate-driven branding exercise than a living, breathing movie of its own."
1," Watching this pun-filled cartoon is like falling into a tray of children's watercolors -- the warm end, where oranges and yellows and ambers wave."
0, Infamous isn't able to convey the great sense of guilt and responsibility Capote wrestled with -- he needed a man who trusted him to die in order to finish his book -- becoming instead a more superficial and pedestrian tale of doomed love.
0, Great lead. Great premise. Utterly stupid.
0,"It's neither funny nor feelgood, but its biggest crime is wasting Murray, left trying to mine laughs from unfunny circumstances."
1," Rife with unexpected outbursts, moments of catharsis and deeply funny observations about love and sex, this is a film that runs you through the emotional wringer, then shifts into reverse and pulls you back through again."
0," Everything about Click is so predictable that when it is released on home video, you will be able to watch it in a lot less than the 98 minutes it takes to see it in the theater."
0," It's another helping of uber-violence and genial horseplay, an uneasy mix that has become The Expendables' stock in trade..."
0, Not even Steven Spielberg has dreamed up such blatant and sickening product placement in a movie.
0," Director Paul McGuigan and screenwriter Max Landis possess an ambition far beyond their range, attempting to graft together pieces of gothic horror, dark comedy, costume drama, existentialist philosophy and CGI adventure."
1," Although the comedy carries the movie, at the heart of it is the surprising message about the burdens placed on women in male-dominated areas."
1," It deals love, death, faith, country, family, friendship and career in a way that's never sentimental, though I defy you to get to the end without shedding a tear."
0," Total Recall is like Bourne Identity met Blade Runner, then had an ugly tabloid breakup followed by a nervous breakdown and a tell-all book."
0," Perilously close to being ""The Space Princess Diaries."""
1, He wrote and sang eloquently of love and its longtime companion loneliness. Blaze touches on the experiences that informed that material.
1," Lucas Hedges, Nicole Kidman , and Russell Crowe lead a superb cast in Joel Edgerton's riveting conversion therapy drama that hits all the right notes."
0," Simmering, yet stilted melodrama, filled with bittersweet nostalgia and a terrific soundtrack."
0," I staggered out of this shameless, interminable movie feeling as if I'd been force-fed a ton of mealy, artificially sweetened baby food."
1, I found myself convinced by both the story and the saga.
0," A warmed-over relic from the 90's incompetently directed by Rob Cohen, Alex Cross is a mess from top to bottom."
0, A con-game comedy that fails to life up to its illustrious predecessors.
0," Five Feet Apart is clearly aspiring to reach the heights of recent projects like John Greene's The Fault in Our Stars, but these kind of narrative stumbles keep it grounded. "
1, With its unrelenting focus on pain and sadness it's undeniably powerful but a little one-dimensional; by denying us a breadth of emotions it's hard to connect with the story in any meaningful way.
1," A humanist hug of a fable, which concludes that while big miracles may happen, it's the everyday 'miracles' people create for one another that really count. "
1," October Sky doesn't seem like much on paper, but it is an entertaining, smart movie that is calculated to satisfy the all-American notion that anyone can do anything as long as he tries hard enough and never stops believing."
0, Jon Spira doesn't extrapolate from his interviewees whether they feel like a true part of the Star Wars universe or mere tag-alongs to a pop-cultural phenomenon.
0," If even half as much effort had gone into character development and plotting as went into character and creature designs, they might have had something worthwhile."
0, A deadweight spiritual thriller.
1," Silly, slapstick fun for youngsters - with a post-credit sequence touting the TV series."
0," It's a tepid, timid affair, sexually, dramatically and politically."
1," Un beau, wildy amusement et un film original ! See this immediately- read on->"
1," It's all fairly slight, when you take a step back from it, but ultimately that's the strength of Looking and its closing movie. They comprise sweet, passing chapters in a small group of ordinary lives."
0," Whilst Smith uses crash zooms and slow motion to evoke the likes of Michael Bay, it just feels clumsy and drawn-out."
0," It's fun enough while it lasts, but somehow, finally, all too much and not enough."
1," The film is lively enough, and its visuals engaging enough, to entertain its young audience."
1," Soderbergh keeps the story straightforward and subdued, rather than layering in the action and the drama. At times it even gets a bit dull."
0, Rogue One is less the fetish object that The Force Awakens is because it at least has the ambitions to create its own character dynamics and plot routes rather than coast on existing ones. 
0, [BRad Pitt] isn't convincing as a squinty caricature in this satire of war and politics.
0, Lightweight script doesn't help a grandiose premise.
0," Blood Fest will find a place to thrive, and that's in the online space. It's GIF-able, and it winks enough at its core audience to satisfy."
1,"I expected to leave my viewing of the film feeling battered and bruised, but instead I felt very peaceful. Seeing the strength required for forgiveness uplifted me."
1," The Good Dinosaur is Disney-Pixar's obligation gift for the holidays, hoping moviegoers remember it's the thought that counts."
1," It's all just right-even if ""just right"" is just O.K."
1," Were this not a documentary, it would all play out like a lazy satire as the easy ironies pile up."
1," Stuart Dryburgh's sweeping panoramas of Canada and Cape Town %u2013 standing in for Nairobi, Papua New Guinea and Hawaii %u2013 deserve to be enjoyed on the big screen."
1," Punk has never been so adorably, girl or Swedish"
0," The Captive recapitulates the arc of Egoyan's career: early promise, followed by arrant misfires."
1," Jackson has made The Hobbit with brio and fun, and Martin Freeman is just right as Bilbo Baggins: he plays it with understatement and charm."
0," ""The Commune"" falls vastly short of its promise, and through a combination of cursory characterization, blunt relationship dynamics, timid sexual politics, and non-existent social commentary, amounts to a nicely lit kitchen-sink soap opera."
1, Walker creates indelible documentary portraits of six workers that round out Muniz's very unusual physical portraits. [Not] the usual saccharine shock at poverty.
0," Cusack and Jackson aren't on their finest acting form, and this is one to forget."
0," Bland, bloodless and bereft of magic."
0," Regardless of a distinct lack of romantic chemistry between Dennis Quaid and Rene Russo, the able-bodied actors fulfill the slapstick demands of this run-of-the-mill family comedy based on the 1968 movie with Henry Fonda and Lucille Ball."
0,"It offers the illusion of originality by bombarding audiences with Greek stereotypes, but really clings to the formulaic romance comedy."
1, It is lovely to look at. It has real sweep. The problem lies with the sometimes clunky dialogue and the occasionally rushed characterisation.
0, The worthwhile subject matter becomes trivialized.
1," We Are the Flesh could inspire evenings of fervent disputation and interpretation, but first there needs to be an audience for it, and for this? I'm not so sure. There was once a time, though."
0, It takes some effort to neutralize the charm of a modestly charismatic Robert De Niro performance. But Everybody's Fine does a stupendous job.
1," A whodunit so nicely crafted that you're tempted to forgive the Byzantine plot -- hell, you're even tempted to pretend you actually understand its twisting obscurities."
1," The product of Iranian director Mohsen Makhmalbaf, Once Upon a Time, Cinema, is an indulgence and a Valentine to movies."
0, Feardotcom invents a whole new kind of bad.
0, Dr Seuss' eco-fable is transformed into a raucous adventure comedy in this colourful animated feature. And it's a little embarrassing really.
0, Worst movie of the year. Six writers. Only four get credit. Moses and God aren't listed. But this is so bad it probably doesn't bother Moses and God anyway.
1, The strength of this third manifestation of The Hunger Games is in the cast and in the screenplay.
1," Jia draws a fine line between the corporeal and ethereal, a fitting means of highlighting the inherent unbelievability of one's way of life disappearing underwater."
0, This would be so much better if it was actually funny. 
