,Review,predicted_train
1294,"With its avid belief in the fundamental goodness of people, Adopt a Highway is a minor but deeply moving film.",1
275516, The Tailor of Panama is no more unlikely a tale than your typical Bond movie -- it's just a lot less fun.,1
432665," [Moore is] touching, Johansson is wonderfully awful and Gordon-Levitt is electric, making it easy to forgive the movie its meannesses. ",1
169802, Brian Lynch's screenplay features a series of amusing sight gags and physical comedy that mostly hits; watching the Minions play polo while riding Corgis is an exercise in cuteness.,1
224,[A] dignified and moving documentary. [Full review in Spanish],0
324457," Talented Italian director Luca Guadagnino shows broader, coarser interests here than he did with I Am Love as he plucks away at the vapourous notions of love, lust and desire.",1
3339,Distinctly amateurish kung-fu kicks and delightful rubber-suited dinosaur antics can't quite disguise the fact that [Brendan] Steere is a filmmaker who knows what he's doing.,1
1043,"Atlantics is as much a teen romance as it is a hangout movie at times, and it has more of an Afrofuturistic pulse than anything else.",0
3821,"Girls With Balls doesn't atone for the leery ""females vs. males"" horror normalization of exploitations past, but it is a slaughter-tastic midnight movie about volleyball vixens defending themselves from backwoods killers.",1
293,"Ultimately, Dark Fate is nothing more than a run-duck-and-repeat production - an extraordinarily familiar, if efficiently made, exercise in Terminatorology.",1
20415,There will be tears.,0
4500,"What's fantastic, though, is that [it] juxtaposes this inner turmoil with the greater problems facing South Africa in the 80s.",1
40000,"It seems engineered to please fans old and new, and tells a clever -- but not too clever -- story with wry humor, well-conceived action sequences and depth and meaning for the character.",1
34072,"Kallen's interesting story has been pulped, if not pulverized, as a Rocky rouser.",1
33726,Get on Up has elements of greatness but ends up being just one step above a standard musician biopic - as result of its fairly derivative narrative,0
269357, A well-acted debut about people in flux.,1
24920,"I don't like to kvetch, but I do think it's a little unfair when I see the same film over and over, and I have to keep coming up with something new to say about it.",1
3089,"One things for certain, while Tone-Deaf isn't the phantasmagorical head trip the marketing suggests, it definitely bends the rules of reality just enough to feel like you've gone on a journey.",1
17680," Co-directors Sam Fell and Chris Butler will please a broad crowd, striking a consistent balance between morbid slapstick and fabulously droll wit.",1
4304,"Portrait of an American hero celebrates humility, hard work.",0
367013," Greg's not wimpy--he fears being a pussy. This apparently gives him licence to be a total dickhead. The film should be retitled Diary of a Sociopathic Kid . . . it offers a cynical, shrugging view of today's tweens.",1
3401,"Change is overwhelming, is what Static Cling seems to say, but it also shows what good can come with it.",1
45709,"A poignant and funny coming-of-age tale that encapsulates the angst, awkwardness, and frustration of trying to find yourself in the cruel world of high school.",1
5632,This is likely one of the most emotionally devastating films ever made.,1
158,"It's earnest, well-meaning, entirely watchable and utterly forgettable.",1
91297," The script is a mess and it feels like it's two different movies, where one is interesting and the other one is a waste of time. [Full review in Spanish]",1
215567," Manages to oversell its subject, demanding awe about footage and photos and information that are cool, sure, but not earth-shattering.",1
27147,This is a celebration of how magical the movies can still be.,1
5456,"It isn't able to add anything new to the countless films, documentaries, TV shows and books that have already covered much of the same ground, with many doing so far more successfully.",1
207,"A vapid, clunky and dull revenge thriller that offers no palpable thrills nor suspense.",0
260679," Só se torne visualmente interessante já em seus créditos finais que combinam animação e live action através da rotoscopia -- mas aí já é tarde demais, posto que, para chegarmos ali, fomos obrigados a enfrentar 148 minutos de projeção.",1
1159,"Some violence, teen drinking in drab horror movie.",0
1205,"Solely focused on the soldiers from Australia and New Zealand involved in the Battle of Long Tan, the cinematic hagiography seeks to honor their memory and succeeds. Beyond a core audience, however, most other viewers may remain nonplussed.",1
80928, It looks like everyone had a good time making Grown Ups. Too bad you can't say the same thing about watching it.,0
341250," If you want to draw the line between a quiet, touching little movie and a wooden, deadly boring dud, you might want to see Portland director Matt McCormick's ""Some Days Are Better Than Others,"" but I wouldn't recommend it.",1
1808,"Though the slow build and genre-bending approach won't be for everyone, this is an intelligent piece of filmmaking that demonstrates an acute understanding of horrors present in the mundane world.",0
350574, One of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm.,1
17682, Home for the Holidays is a perfect representation of why they say you can't go home again.,1
1688,Perhaps the worst crime of VEROTIKA is that it presents itself as a horror film but never makes an earnest effort to create any horror.,1
2784,"Alas, maybe the dead don't die, but this time, too many of Jarmusch's jokes do.",0
5124,"It's an acquired taste and its view on humanity is perhaps blacker than the depths of space, but Aniara is sci-fi of melancholy near-brilliance.",0
429095, The Imitation Game is a classic 'race against time' tale with the added intrigue of how the authorities would deign to use the information they had once Enigma had been cracked.,1
255016," Deserves placement amongst some of the worst comic book films to date (Marvel, DC or otherwise) and is the kind of travesty that should draw the wrath of its most fervent fans and kill the prospects for further entries into the franchise.",1
1270,"What follows could be a bit corny. Indeed it is a bit corny, and that is part of its charm. Life is a bit corny too.",0
4413,"Time is a healer, and this film educates as well as entertains.",0
16951,Even the most avid action junkies would have a hard time not rolling their eyes at the blandness of it all.,1
334984, Carlos Saldanha's sincere but uninspired romp into the glossy postcard atmosphere of Rio de Janeiro is one long courtship that ultimately falls flat.,1
50531," This is not a film that takes itself too seriously, but it is also not a 'comedy' in the strictest sense.",1
127183," Spirited and very funny, this movie should actually be rather disturbing since it's a true story about torture and murder. ",1
3601,A tres hip slice of life about the dilemma of marital commitment with just a pinch of Hitchcock providing the cutting edge.,1
133822, Steven Spielberg's story sense is uncanny and his narrative instincts in 'Bridge' are never better.,1
111025," What's almost charming about Carpenter's new film is that he doesn't seem concerned about providing auds with their weekly fix of new screen effects but instead prefers his space adventure on the funky side, even if that means the funk gets ridiculous.",1
163595, Deliver Us From Evil is one Nicolas Cage short of candidacy for camp-classic status.,1
14037,There really isn't anything terribly fresh nor distinctive here.,0
2389,"It's nasty-hearted in a way we don't tend to think of Merchant Ivory films as being, but that's one of its strengths.",1
50678,I am happy to say that the misogynists' worst fears were realized. This is very much a movie whose female characters are equal to their male counterparts...,1
21660,"Unfortunately, directors Anthony and Joe Russo sometimes push the jokes too hard, relying on tired physical comedy and easy visual jokes.",0
142298," Through keeping the camera mostly at a distance, with the viewer observing and hearing rather being fed emotional cues, Radu invites an intellectual judgment.",1
19541,The film bulls-eyes so-bad-it's-sad from the get-go. The precision with which it just keeps hitting that unwanted target is spooky.,0
1295,"There are elements of the picture to celebrate as it launches Marshall-Green's career behind the camera, where he clearly has the best interests of his actors at heart.",0
167168," Action-movie franchise returns with more extreme-sports stunts, lunk-headed espionage and Vin Diesel selling stupid to audiences who are inexplicably eager to gobble it up. Damn shame. ",0
31204,"If there's one thing this violent metaphysical drama emphasises it's that heart is, when all else fails, a man's best friend.",1
25072,"[Glenn Close] does an exemplary job of giving a surface-level performance, which is the kind of praise that no matter how generously it is meant, just won't come out sounding like a compliment.",1
3768,"It should work for music lovers, and those who are looking for a familiar story, told in an original way. [Full review in Spanish]",1
497,"The result is a mature and challenging motion picture, and something that will stick with viewers after the screen has gone dark.",1
314779," Savvy but not cynical, soaked in atmosphere, Favreau's return to independent film immerses its audience in its likable lead character's failures, triumphs and food.",1
38788,"Location is Fincher's strongest quality, and every log cabin, train station and archival vault here feels lived-in, bone-chillingly cold and full of surprises.",1
30975,'The Break-Up' breaks down in the end,0
2520,"There are some endearing scenes and some fun moments, but the screenplay doesn't feel developed; we are never really engaged ",1
374011," ""Real Steel"" turns out to be less toxic than you'd expect, if you take it as a family picture aimed at boys, which it is, and grant that boys have an endless appetite for robot smashing, which they do.",1
37822,"She captures Alice's distintegration with magisterial precision-the confusion, panic, anger, and heroic resolve to still be herself-and does it all without ever pleading for our sympathy.",1
5330,"Now, I don't like the cartel sub-genre that has been forming...That being said, I give credit where credit is due...Unfortunately, there isn't much credit due here.",1
457012, Two great performances and one big fake nose anchor this chilly tale of murder.,1
402365, Fails to generate a feeling that we are seeing something that means much.,0
9206,"A stacked deck of one-dimensional demonstrations of female oppression, explored - and overcome - with Perry's typically well-intentioned but misguided notions of empowerment, 'The Single Moms Club' ranks among the filmmaker's worst work yet.",0
2569,Corporate Animals is an absolute chore to sit through. The film's attempt to satirize corporate culture is painfully unfunny.,0
190294," Sporadically charming, especially when vet stars Harrison Ford and Diane Keaton are on screen, Morning Glory is an overly familiar romantic comedy about the workplace, rehashing ideas from Broadcast News, Working Girl, and other films about Girl Power ",1
401,We are seeing the world - in all its sadness and beauty - through his eyes. Banderas brings it all to life.,1
1711,"Unfortunately, the story itself is too busy, jumbled and more than a bit dry. I found myself watching the clock and even pausing a time or two, shocked by how little of the film I'd actually sat through.",0
152193," ""Rings"" proves to be superior to the two previous movies what with its streamlined story and eerie atmosphere.",1
115289," The three stories seem to have been picked at random, but Har'el finds a bewitching way to fuse them together stylistically, taking the disenchanting experience of realizing the limits of love in a world where the practical often trumps passion.",1
2881,Who knew the sequel to 'The Woman' would be so funny?,1
438140," The events in Night Watch carry greater weight because they have a natural, historical progression to them.",0
5211,"Isabelle is generic, littered with clichés and just plain bad.",0
254024," The people examined by the film are as paper thin as the pixels that make the images on their phones, and have as much depth as an evaporated gully.",1
16156,"I came away from this film unsure of what it was trying to say, unsure of how to classify it, and definitely unhappy with the ending.",1
22549,"At times sweet, but never patronizing, Menashe examines a world that might seem foreign or oppressive without ever turning its inhabitants into caricatures or figures of fun.",1
49732,"I found Cohen's quest to be interesting, but it sure made me uncomfortable to watch him writing around and screaming in pain every few minutes. Then again, then the search for truth is often painful, and so is math, for some of us.",0
306416, Jaws is a quintessential American movie.,0
15189,"Tommy Boy unspools just as you expect it to, and the comedy is as unrewarding as the story",0
1257,What could have been either a raw and intimate look at the personal cost of standing up for your principles or a thrilling political drama turns into a dry retelling of events.,1
96442," As much as director Jane Campion claims to love Henry James' 1881 novel Portrait of a Lady, her movie of it is Jane Eyre all over again, a romantic horror story.",1
17188,... an epic crime saga that's frequently hilarious for those in the right mood. And that mood might require substances to achieve.,1
358638," Funny and occasionally pleasingly absurd, there are no nice guys in The Nice Guys, just a couple of endearing losers who will have you in stitches.",1
27981,"a sly and witty love letter to human perseverance, porcine resourcefulness, and the absolute conviction that English football was sent to us direct from heaven.",1
3432,"We are facing a film of great capacity for suggestion, of enormous poetic potential, which confirms Casey Affleck as one of the great values ​​of the last American cinema. [Full Review in Spanish]",1
291469," Odd-couple chemistry from Dench and Coogan, a smart script and honed direction make this real-life story highly compelling. Blending comedy and tragedy, it secretes a potent sting.",1
5498,"Roxanne Benjamin's protagonist Wendy has to face the ugly world in all its brutality, fending off the elements, animals, and, maybe most importantly, man.",1
27705,"As the film eschews self-importance, it engages more directly and universally, if only in a rudimentary fashion that fails in terms of overall staying power.",0
4971,"It never seems to know if it's endorsing the idea of romantic comedies, or still spoofing them.",1
375102," Director Rob Reiner continues his creative free fall with this flawed, one-note List.",1
259225," In essence, ""American Ultra"" is late-summer genre. It's got some grit to it, though, and is often quite funny.",1
43517,None of the characters interested me.,1
266713," A giddy, mostly improvised look at the lives of a quartet of vampire flatmates in Wellington, New Zealand.",0
432845," While the overall film is more mild, and ends with a somewhat silly deus-ex-Goldblumina, the good of seeing senior citizens treated maturely on film far outweighs the bad.",1
1209,"Intense, emotional and, at times, harrowing.",1
164,Intense but uneven historical drama showcases teamwork.,0
47489,"The mood is darker and quieter than the Coens usually present, though some of the dialogue has a deadpan humor.",1
159613," Adam McKay might not be the most obvious choice to helm a financial dramedy, but the dude knows a thing or two about the absurd. That comes in handy in The Big Short.",1
200026, [Soon] came the compulsory flatulence jokes and the Chaplinesque slapstick that is funny even though I was obviously not the film's target. [Full review in Spanish],1
29150,"The film not only entertains us, but stimulates questions about journalistic integrity in foreign countries, about politics and about women's perceptions and rights.",0
245477," There isn't much to do here except turn the gore up to 11; if you've ever wondered what it would be like to jam a chainsaw into someone's mouth (and who hasn't?), this will give you a good working idea.",0
267930," Rifkin very deeply understands fanboy culture, and there's a moral spine to this Burt Reynolds fanboy's movie.",1
31419, How can a movie starring six Academy Award-winning actors be such a bore?,1
169748," Had it stuck to this course, it would have been a cheery enough misfire; alas, it does not. One for Tennant superfans only.",1
9386," Though it begins with a certain amount of promise, Bound to Vengeance ultimately becomes as tedious and interminable a horror endeavor as one can easily recall.",1
236851," It isn't a terrible film by any means, and it's easy to see why people revere it.",1
4470,"First-time feature director Eddie Alcazar has created an ambitious, trippy and ultimately hollow sci-fi flick that looks like a TV commercial for Giorgio Armani.",1
35910,"A sometimes moving, sometimes awkward blend of sentimental family drama, cancer awareness and Christian proselytizing.",1
3060,"""It should have little appeal to viewers who want a film to make at least some sense and not be ultra-violent.",1
144115, It's a lovely bit of work.,1
316,"This origin casts the Addams family as an immigrant story, and the film leans so hard into the theme of accepting those different from us and valuing diversity over conformity,",1
4835,"If anything, Batman vs. Teenage Mutant Ninja Turtles isn't bonkers enough.",0
296358, One of the most underrated films you will ever see. ,1
83940," Shipenko has created a claustrophobic and unrelentingly tense experience, further heightened by gorgeous cinematography, strong effects work, and a stirring score.",1
213635," An uncompromising experiment in how much suffering a soul can take, both on screen and in one's cinema seat.",1
44966," The film is not comedic enough to be considered a comedy, not dramatic enough to be a drama, not romantic enough to be a romance, and not believable enough to be a slice-of-life.",1
5748,"In some very important ways, it's competing right up to the level of Pixar or Disney themselves.",1
129138," The payoff is a huge and telling visual howler, summarizing the entire plot with a blithe indifference that will inevitably mirror the audience's.",1
240060," Though it sometimes feels calculated and mechanical, it's also solid, well crafted and entertaining.",1
35835, [O]ne of the most thought-provoking and challenging films of the year...the banality and bleak bureaucracy of evil were never so hilarious.,1
31718,"The movie walks the line between good stupid humor and embarrassing stupid humor, and usually manages to stay on the good side.",1
48764,Tailor made for Spielberg with an adventurous heart and an accessible screenplay.,1
124,"Next stop, the Beavis and Butthead Reboot?",0
9649,"Anyone can relate to those moments when the calm is broken by the undercurrents of anguish, disappointment and resentment that run through every family.",0
3846,The Great Hack isn't necessarily an examination of Cambridge Analytica and how it exploited us. It's about once-normal people who are corrupted by the greater evil.,1
1099,"The Body Remembers When the World Broke Open is beautiful in its tragedy, artistic in its truth. It did indeed 'break the world open' by telling a story that many non-Indigenous have tried to silence for too long.",1
3307,A film that begins as a topical expose of polarizing media personalities eventually succumbs to predictably sentimental clichés.,1
40350,It plays like six subplots in search of a sitcom.,1
332378," Boots Riley's nonstop crazy, relentlessly entertaining sociopolitical satire scores big laughs and provokes with its original dystopian tale.",1
167225, It's appallingly awful!,1
49259,Dilutes one of the loveliest voices in English literature into chick lit.,0
3588,"The nuance-rich, slow-burn direction by Joanna Hogg really works for about the first hour before a dramatic inertia sets in and turns the enterprise into yet another mumblecore dirge about drug addicts.",1
226907, A Central Station flashmob of a movie.,1
165,"Too often, ""The Great Alaskan Race"" is as much a slog as anything the sled dogs have to navigate.",0
46532,"The actors hold the movie together, particularly Ms. Zellweger and Mr. Freeman, whose characters achieve a remarkable intimacy in a most unlikely situation.",1
5681,"A lively, kinetic film that dances between the natural and the fanciful, centered on a dynamo of a cinematic character played by the first-time actress.",0
422104," The kids in the audience at the preview screening seemed bored, cheering the pratfalls but little else; their parents, wise folks that they are, read books.",1
1721,"A sci-fi/horror anthology that tries to tighten the format, but still suffers the usual pace, flow and suspense problems of film anthologies.",0
454945," Despite its plentiful achievements, The Retrieval hews too closely to familiar coming-of-age tropes and demonstrates a frustrating reluctance to be its own film.",1
5237,"There's something remarkably rarer, and rawer, about the way Sykes talks about aging in Not Normal.",1
3677,Not so much a movie as a contemplative space wherein the viewer ... explores the shifting dynamic between the eponymous plush toys and the hegemony of play.,1
72398," San Andreas fulfills its promise of providing massive quantities of disaster. Ultimately, though, we're left wondering if that alone is a promise worth keeping.",1
118890," David Tennant [plays the role] with conviction and a nice Glaswegian drawl, but the film is a dodgy business that makes things up -- including a pregnant girlfriend (Elisabeth Moss) -- for no good reason.",1
48589,Into the Wild will haunt anyone willing to take the trip.,1
4969,"While not all the jokes work and some scenes carry on longer than they should, 'Isn't It Romantic' is a feel-good movie with a message to take to heart.",1
995,"Queen of Hearts is genuinely one of the more engrossing movies I've had the pleasure of watching this year. Genuinely skin-crawling, with some terrific performances and striking visuals, it is a movie I won't be forgetting in a hurry.",1
771,"Pryce and Hopkins ensure we can mostly see past the issues and enjoy a tale that might well be, it must be said, three-quarters-or-so fictional.",1
34362,Next Friday's a chronic snore.,0
2932,"... fun bits sprinkled throughout (pun intended)... this 2019 (unrated horror comedy) feels less like a throwback than an intentional also-ran... this is a solemn request to step it up instead of settle in, especially with the name Fangoria attached.",1
10191," This scary feature breathed new life into the horror genre, launching a length film franchise and introducing to audiences a major actress, Sigourney Weaver, in a tough role typically allotted to men.",1
51089,"Directors Greg Tiernan and Conrad Vernon are working with a first-rate cast, running wild with stereotypes and daring you to be offended.",0
367223," Unfortunately, the film sends the fragile characters on a far more traditional arc than does the book, culminating in a sentimental, ""present-day"" climax complete with tear-stained old-age latex makeup. ",1
3024,"Moments of hilarity remain, and the picture is inventive in its adoration for the excesses of the genre and the world of VHS recording.",1
193711," As long as Mr. Magorium's Wonder Emporium sticks to magic, it is pretty engaging, but the lives on display are less than mesmerizing.",1
1608,"But if the vibe [director Zak] Hilditch wants 'Rattlesnake' to go for is in the vicinity of short tales for long drives, he has accomplished his mission.",0
23463,"Citizen Kane has been cited as the greatest film ever made from so many different quarters, it's a wonder that a Congressional law hasn't been passed making it required viewing for anyone who claims they like movies.",1
2641,"A film, based on a play, that gets past the ""icky"" in teacher-student love affairs and wrestles with the crippling psychology of it all.",1
1075,"Liam Hemsworth holds his own in this long, lead-footed amnesiac money-launderer thriller with a very silly title.",1
50249,"People have always been, and always will be, impressed with big movies; this Western was one of the very biggest.",1
3286,"When it's doing what it's supposed to do, The Banana Splits Movie has some definite novelty value. Unfortunately, that's only about 50% of the time, tops.",1
2293,"There are perhaps as many jokes that don't land as those that do, but the sobering finale is good way of reminding us that any humour drilled from this subject can only go on for so long.",1
88000," Whereas Stoller and Segel did wonders with the formula in 2008's Forgetting Sarah Marshall, a certain overfamiliarity creeps in long before the going gets rough.",0
270944," The real surprise is [Freundlich's] all-out Hollywood ending, with swelling music, crowds of strangers cheering the couples on, and rose petals tossed in the air ... he may have to turn in his indie card.",1
273181," Like Get Shorty, Out of Sight has been adapted with deftness and fidelity by Scott Frank, who knows exactly how to translate Leonard's narrative voice to the screen.",1
21927,"Much of The Extra Man concerns Henry, portrayed with relentless propulsion by Kevin Kline.",0
1540,Insightful and quietly furious.,1
332175, Robert Duvall expresses his character's eccentric charm best during one-to-one scenes with fellow screen veterans Bill Murray and Sissy Spacek. ,0
19666,"It's probably too early to talk Oscar nominations, but when you're as good as Sally Field is in ""Hello, My Name Is Doris,"" it doesn't seem premature at all. ",1
18593," kratoyn to pneyma toy Brown toso stin agriada tis bias, oso stin ypoboithisi toy theati (o iroas eksigei, i iroida epanalambanei, o iroas tin epainei) kai sto aploma tis plokis pano se skeleto enallaktikoy toyristikoy odigoy",1
53342," No new revelations, but a nice historic overview with a few wonderful, rarely-seen clips that make it worth your while.",1
74377," Grim, gory Dead proves a capable, if not superior, remake of the 1978 original.",1
23155,"Leave this one as history has intended: unknown, forgotten, and detested by the unfortunate few who've actually seen it.",0
282311," Finally, Adam Sandler returns to the edgy sort of comedy we all love. No more lovey dovey romantic comedies. No more kiddie antics and no more stupid voices.",1
1512,Will adults enjoy this film? Some might be amused by the crazy situations and verbal and visual outrageousness--though they probably won't admit it.,1
4451,"At the same time that Hale County's collage style helps the film avoid becoming a Southern variation on Hoop Dreams, it refuses to lapse into anything resembling hand-wringing melancholy.",1
24343,"Would we still be talking about Monster, though, without Theron's remarkable transition? Probably not.",1
458351," Three years ago, before Casino Royale, Quantum would have been a pretty good Bond flick. Two pair isn't a bad hand. It's just anticlimactic after a royal flush.",1
203762, Good for a smile and a headache.,1
1374,"The dating scene in Los Angeles can be hellish, but Philophobia: or the Fear of Falling in Love takes kicks it up a notch. A stylish and intriguing debut, the film is a worthy watch as this holiday season takes off.",1
36475,"Once fans recover from the shock, they'll discover that this sitcom actress has the chops to tackle some pretty heavy stuff.",1
3759,It lacks the punch and pure terror that a stronger script and more visceral approach could achieve with the legendary weeping woman.,1
112931, The narrative works through the many contradictions brewing inside its main character in the wake of his personal actualization without ever feeling like a dramatic checklist.,1
220142," One of the best things in the movie is a conversation between Pitt and Jenkins, on a torrential day, seated in a nondescript car beneath a bridge.",1
3572,"Here's a release that should prompt cries of ""Hallelujah!""",1
4511,"Every moment that's meant to be touching is laughable, but the moments when we're supposed to be laughing are just funny enough to carry the movie along.",1
50455,"even with Smith's considerable charm and his proven track record as Independence Day weekend movie god, Hancock doesn't succeed as a truly satisfying holiday-movie blockbuster.",1
210649," Filled with heroism, humor and heart, this wonderful film is a treat for the entire family.",1
13800,"Josh Brolin does the pizza-faced bounty hunter justice, but pretty much everyone else involved -- including Megan Fox -- lets him down.",1
34548,"It's not breaking any new ground, and the characterization are thin and border on stereotypical, but hey, it's a nice drive if you can afford it.",1
3148,Intrigue drawn in ink.,0
35980,This is certainly a bleak story but it's also a rich and very nuanced one.,1
11692,Uninventive family comedy.,0
2258,"The second half of ""Memory"" is solely focused on the infamous alien-creature-bursting-out-of-the-chest-of-Kane (John Hurt) scene. You, know, the one that we have all seen a zillion times over the years.",0
48032, reveals at some point a stunt-crotch who will no doubt bash Portman in a few months' time and take the lustre entirely off this complete failure...,1
43692,This film is a delight.,0
7943,"Strange and a little awkward, ""Secret Window"" nonetheless is worth a look.",0
38914,Cinematographer Dione Beebe ... fills the screen with lavish images that constantly amaze the senses.,0
4362,Becoming entangled in this crazy spider's web of a conspiracy is more interesting than living a boring existence. Sam makes the most out of nothing. Under the Silver Lake is a spellbinding enigma of a film that is equally stimulating as it is mystifying.,1
25721,"If you want to lose a guy in one day, drag him to see this movie.",1
161210," Yes Cosmopolis bears a striking gloss, and is shot basically well, but it is way too showy without the necessary substance, and as a result feels fatally hollow.",0
3192,"Sir Kenneth Branagh's All is True is a splendid little treat for Shakespeare fans, especially for those who've always wanted to know a little more about the man himself.",1
30115,"Evoking the era through period detail and occasional footage, director Bertrand Bonello has created a cautionary tale about the price of fame and celebrity.",0
26533,Call Me By Your Name is a triumph of humanity.,1
5305,Serenity is a bad noir effort that wastes all the great names attached to it.,0
236800, Most probably the only people who would get a kick out of a movie of Rollerball's ilk are wrestling fans or those who are able to see it for free.,1
466284, Extrêmement convenu et presque entièrement dénué de charme.,0
4957,"This American remake retains many of the elements that made the original such a smash and, as such, proves to be no better or worse than its mildly engaging predecessor.",1
171560," Had it not been a true story, we could have questioned the audacity of the events. Perhaps, that's what makes Raazi one of the finest films of 2018, triumphant and defiantly good.",1
5857,Its pure beating heart and humanistic undertones make it somewhat of a standout.,1
68102," This movie is a lot of a mess, and I don't know if I recommend that you see this. I couldn't believe it.",1
430506, You can have too much of a good thing and we have our fill of Aldous's sexist outbursts well before the end of the first hour.,0
5540,"The Light Between Oceans"" is easily one of the year's most visually stunning films. Ironically, it's also one of the most difficult to watch.",1
4688,"For as slight as The Bastards' Fig Tree is, I can't say I didn't have a good time watching it.",0
5497,"While it didn't completely work for me, I think Roxanne Benjamin continues to be a fantastic new voice in horror and I'm excited to see what she does next.",1
27577,"Director Roger Donaldson's taut, understated thriller pulls you into a powerfully engaging situation. ",1
4752,Despite the fact that the central metaphor is fairly straightforward... I actually thought that the movie told its story very movingly.,1
2985,A Nic-Cage-in-Wicker-Man level performance by Travolta plus the pathos of Fred Durst telling a story about how celebrities have it hard adds up to a movie you shouldn't miss.,1
308885," Though far from perfect, The Wild Blue Yonder does have something to say about human folly and it makes its statement in an unusual and thought-provoking way.",1
13725,"John Malkovich and Josh Brolin are too good for the sloppy, overripe Jonah Hex. ",0
4897,Two of America's greatest storytellers have delivered the best documentary of the year.,0
325588," A searing, almost scary thrill ride through the psyche of one very determined woman ... a reminder that JFK's visage owns the half dollar because Jackie owned Americans' hearts.",0
261782, Watching it approaches the disturbing position of being bedside as a loved one expires from a terminal disease.,1
2355,Cuck is a hard watch but [Rob] Lambert's willingness to look directly at a social phenomenon frequently trivialised or abstracted from the human does him credit.,1
451526," With no aspirations above its genre, Unknown embraces the implausibility of its tale and delivers fun but rather forgettable viewing.",1
28535,Yet another battle-filled and self-indulgent film by Peter Jackson.,1
460165, Ultimately the identity of the masked attacker is moot: in [director] Verhoeven's eyes every man is capable of rape.,1
2741,"Not having a stronger, more serious plot means the film will likely appeal more to Shaft newbies than to Shaft devotees.",1
11934,"What's Wilson doing in a Woody Allen movie about a B-list screenwriter who time-travels from the present to the Jazz Age? Disarming the audience with his wistful joie de vivre, that's what.",1
25370,This is the movie that I've been waiting for David Fincher to make since Fight Club.,0
411848," The pieces may be flimsy, but they manage to fit. ",0
669,[René Zellweger's] performance makes it impossible to take your eyes off of her. [Full review in Spanish],1
40266,"Long before the end of the film, you'll wish you'd followed the example of the baby moose that, early into the proceedings, chewed through its rope and wandered off.",1
374,"If the movie is a Rorschach of who you identify as parasite and host, it's a test you're just as likely to fail; a filmgoing experience that refuses to fit into any box, and forces viewers to breathe the dangerous air outside of it too.",1
4919,A satisfying conclusion with its themes of growing up and moving on that bring an emotional weight to the story.,1
51894,"This is a paint-by-numbers procedural that expects the audience to know the history of Watergate, hits the ground running-but then feels more like a steady jog through the past than a fast-paced thriller.",1
2918,"The filmmakers build suspense with colorful footage of the city in the 1970s, when being gay was (newly) not only publicly possible and permissible but even celebrated.",1
142892," ""It's a mess, isn't it?"" Susie says at one point, and she's certainly got that right.",0
67610," Tight and resolutely genre specific, Four Brothers delivers what as a Hollywood product it promises and holds our attention with its classy craftsmanship",1
35510,"...suffers from an aimless, overlong sort of vibe that often threatens to negate its many positive attributes.",1
33448,A real crowd pleaser with laughs so big and often that you're going to miss some of the lines.,1
14740,"A Most Wanted Man is a cold film that examines its characters from a clinical distance, but its iciness gives way to raw emotion in a powerful final sequence.",1
3817,Nothing about this film is worth wasting time on it.,1
24812,...a watchable yet disappointing work from a filmmaker whose best days are clearly behind him.,1
23849,Weird does not necessarily equal funny.,1
19769,"Even beautifully executed, formally flawless constraint does not quite suit Almodovar.",1
35657," For a woefully unconvincing summertime romantic comedy, it's not without a certain ramshackle, rickety old charm.",0
50884,This stuff works so well because the production is so convincing.,0
311353," More fun as a red band trailer than as a feature, We're The Millers scatters a handful of raucously funny scenes across nearly two hours of softer family themed comedy.",1
47166,Forgettable formulaic comedy.,0
44551,... the director seeks to reflect on the hero without finding the pulse of his heroism. [Full review in Spanish],1
6982,"Just when you think things can't possibly get worse, they do. And then some.",1
405571," There are few scares here, but plenty of mild grossness. The absurd ending ties up the mystery in a way that's sure to annoy both supernaturalists and realists.",1
44772,"As an action comedy, Blue Streak offers little freshness on either front.",1
4100,"In a drifting mise-en-scène, the film represents its topical subject matter -- the plight of migrants -- as a timeless crisis of separation, and, for its protagonist, a bitter loss of innocence.",1
38648," Rich, often surprising and touching doc about the Lower East Side's storied matzo factory.",1
146638, The movie's robotic execution doesn't match its ambition to tell an adult story for an adult audience.,1
283683, James Gray's adaptation of British explorer Percival Fawcett's remarkable true story is almost as romantic as it gets. ,1
31635,"Nobody gives a more powerful locker room speech than Samuel L. Jackson, while decked out in spiffy suits and flashy neckties.",1
3526,"The cultural weight of the Manson Family Murders...will always be a tough, almost unexplainable mindset to recreate and explain from both the women and Manson himself, but Harron is adept at turning the tables to present a fresh and feminist perspective.",1
101504," What I left with was not hatred. I disapprove of the values they represent, but I also find them fascinating and just slightly lovable.",1
12546,"If you approach Habemus Papam as a light-hearted farce - ""One of Our Popes Is Missing"" - then it will work nicely for you.",1
2420,"Spurlock returns to his first, best destiny with a film that could make you fall in love with him all over again.",0
449176, The titular character's real-life counterpart changed the face of American innovation. Her cinematic portrayal - a very fictionalized biopic - doesn't.,1
84,"McHattie and Wood have great dramatic and comedic chemistry, but Come to Daddy never regains the first half-hour's sense of bizzaro tension.",1
12691,"Regardless of its PG rating, if you are a fan of Jerry Seinfeld's comedy style, then you will probably find a lot to like here. This is an incredibly witty film.",1
